Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","159","China","5312","Area harvested","0118","Millet","2015","2015","ha","839698","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2015","2015","kg/ha","2341.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0118","Millet","2015","2015","t","1966479.04","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0118","Millet","2016","2016","ha","551890","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2016","2016","kg/ha","2526.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0118","Millet","2016","2016","t","1394596.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0118","Millet","2017","2017","ha","861312","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2017","2017","kg/ha","2958.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0118","Millet","2017","2017","t","2548400.15","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0118","Millet","2018","2018","ha","778495","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2018","2018","kg/ha","3008.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0118","Millet","2018","2018","t","2342286.91","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0118","Millet","2019","2019","ha","830906","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2019","2019","kg/ha","3139.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0118","Millet","2019","2019","t","2608286.99","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0118","Millet","2020","2020","ha","906064","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2020","2020","kg/ha","2877.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0118","Millet","2020","2020","t","2607154.67","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0118","Millet","2021","2021","ha","928838","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2021","2021","kg/ha","3108.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0118","Millet","2021","2021","t","2886907.62","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0118","Millet","2022","2022","ha","840079","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2022","2022","kg/ha","3117.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0118","Millet","2022","2022","t","2618607.05","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0118","Millet","2023","2023","ha","853870","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2023","2023","kg/ha","3087.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0118","Millet","2023","2023","t","2636294.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0118","Millet","2024","2024","ha","884639","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2024","2024","kg/ha","3147.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0118","Millet","2024","2024","t","2784245.96","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01510","Potatoes","2015","2015","ha","4788098","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01510","Potatoes","2015","2015","kg/ha","17312.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2015","2015","t","82893206.97","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01510","Potatoes","2016","2016","ha","4805124","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01510","Potatoes","2016","2016","kg/ha","17686.6","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2016","2016","t","84986523","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01510","Potatoes","2017","2017","ha","4862361","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01510","Potatoes","2017","2017","kg/ha","18208.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2017","2017","t","88536429","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01510","Potatoes","2018","2018","ha","4760724","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01510","Potatoes","2018","2018","kg/ha","18972.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2018","2018","t","90321442","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01510","Potatoes","2019","2019","ha","4038885","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01510","Potatoes","2019","2019","kg/ha","22175","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2019","2019","t","89562447","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01510","Potatoes","2020","2020","ha","4675654","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01510","Potatoes","2020","2020","kg/ha","19858.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2020","2020","t","92852722.05","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01510","Potatoes","2021","2021","ha","4635238","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01510","Potatoes","2021","2021","kg/ha","20368.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2021","2021","t","94412175","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01510","Potatoes","2022","2022","ha","4537542","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01510","Potatoes","2022","2022","kg/ha","20354.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2022","2022","t","92360428","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01510","Potatoes","2023","2023","ha","4574952","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01510","Potatoes","2023","2023","kg/ha","20435.6","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2023","2023","t","93492106","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01510","Potatoes","2024","2024","ha","4559701","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01510","Potatoes","2024","2024","kg/ha","20805.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01510","Potatoes","2024","2024","t","94868769","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01443","Rape or colza seed","2015","2015","ha","7028007","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01443","Rape or colza seed","2015","2015","kg/ha","1972","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01443","Rape or colza seed","2015","2015","t","13859007.48","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01443","Rape or colza seed","2016","2016","ha","6623007","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01443","Rape or colza seed","2016","2016","kg/ha","1982.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01443","Rape or colza seed","2016","2016","t","13128008.42","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01443","Rape or colza seed","2017","2017","ha","6653017","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01443","Rape or colza seed","2017","2017","kg/ha","1995.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01443","Rape or colza seed","2017","2017","t","13274107.85","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01443","Rape or colza seed","2018","2018","ha","6550617","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01443","Rape or colza seed","2018","2018","kg/ha","2027.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01443","Rape or colza seed","2018","2018","t","13281207.91","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01443","Rape or colza seed","2019","2019","ha","6583097","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01443","Rape or colza seed","2019","2019","kg/ha","2048.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01443","Rape or colza seed","2019","2019","t","13484708.06","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01443","Rape or colza seed","2020","2020","ha","6764727","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01443","Rape or colza seed","2020","2020","kg/ha","2076.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01443","Rape or colza seed","2020","2020","t","14049107.94","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01443","Rape or colza seed","2021","2021","ha","6991577","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01443","Rape or colza seed","2021","2021","kg/ha","2104.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01443","Rape or colza seed","2021","2021","t","14713507.97","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01443","Rape or colza seed","2022","2022","ha","7253477","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01443","Rape or colza seed","2022","2022","kg/ha","2141.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01443","Rape or colza seed","2022","2022","t","15531407.99","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01443","Rape or colza seed","2023","2023","ha","7804557","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01443","Rape or colza seed","2023","2023","kg/ha","2090.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","01443","Rape or colza seed","2023","2023","t","16317407.97","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","01443","Rape or colza seed","2024","2024","ha","7904328","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01443","Rape or colza seed","2024","2024","kg/ha","2134.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","01443","Rape or colza seed","2024","2024","t","16868907.98","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2015","2015","ha","31035861","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2015","2015","kg/ha","6886.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2015","2015","t","213723732","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2016","2016","ha","31019837","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2016","2016","kg/ha","6856.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2016","2016","t","212681776","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2017","2017","ha","31021867","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2017","2017","kg/ha","6912.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2017","2017","t","214429949","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2018","2018","ha","30460956","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2018","2018","kg/ha","7028","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2018","2018","t","214078796","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2019","2019","ha","29960066","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2019","2019","kg/ha","7056.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2019","2019","t","211405211","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2020","2020","ha","30341784","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2020","2020","kg/ha","7040.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2020","2020","t","213610729","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2021","2021","ha","30145222","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2021","2021","kg/ha","7112.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2021","2021","t","214403870","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2022","2022","ha","29688701","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2022","2022","kg/ha","7075.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2022","2022","t","210070577","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2023","2023","ha","29171513","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2023","2023","kg/ha","7132.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2023","2023","t","208063574","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2024","2024","ha","29256900","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2024","2024","kg/ha","7149.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2024","2024","t","209173000","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0111","Wheat","2015","2015","ha","24599116","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0111","Wheat","2015","2015","kg/ha","5392.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0111","Wheat","2015","2015","t","132646335","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0111","Wheat","2016","2016","ha","24698345","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0111","Wheat","2016","2016","kg/ha","5396.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0111","Wheat","2016","2016","t","133274638","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0111","Wheat","2017","2017","ha","24480542","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0111","Wheat","2017","2017","kg/ha","5483.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0111","Wheat","2017","2017","t","134246679","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0111","Wheat","2018","2018","ha","24268721","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0111","Wheat","2018","2018","kg/ha","5416.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0111","Wheat","2018","2018","t","131446596","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0111","Wheat","2019","2019","ha","23732560","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0111","Wheat","2019","2019","kg/ha","5629.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0111","Wheat","2019","2019","t","133601131","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0111","Wheat","2020","2020","ha","23383000","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0111","Wheat","2020","2020","kg/ha","5741.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0111","Wheat","2020","2020","t","134256000","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0111","Wheat","2021","2021","ha","23570400","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0111","Wheat","2021","2021","kg/ha","5810.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0111","Wheat","2021","2021","t","136949000","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0111","Wheat","2022","2022","ha","23522000","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0111","Wheat","2022","2022","kg/ha","5855.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0111","Wheat","2022","2022","t","137726000","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0111","Wheat","2023","2023","ha","23629200","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0111","Wheat","2023","2023","kg/ha","5780.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0111","Wheat","2023","2023","t","136594100","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0111","Wheat","2024","2024","ha","23589400","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0111","Wheat","2024","2024","kg/ha","5939.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0111","Wheat","2024","2024","t","140105000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0115","Barley","2015","2015","ha","707000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0115","Barley","2015","2015","kg/ha","2281.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2015","2015","t","1613000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0115","Barley","2016","2016","ha","590000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0115","Barley","2016","2016","kg/ha","2440.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2016","2016","t","1440000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0115","Barley","2017","2017","ha","656250","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0115","Barley","2017","2017","kg/ha","2662.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2017","2017","t","1747450","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0115","Barley","2018","2018","ha","660800","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0115","Barley","2018","2018","kg/ha","2694.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2018","2018","t","1780810","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0115","Barley","2019","2019","ha","575600","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0115","Barley","2019","2019","kg/ha","2837.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2019","2019","t","1633070","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0115","Barley","2020","2020","ha","589570","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0115","Barley","2020","2020","kg/ha","2920.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2020","2020","t","1721830","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0115","Barley","2021","2021","ha","592470","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0115","Barley","2021","2021","kg/ha","2795.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2021","2021","t","1656340","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0115","Barley","2022","2022","ha","453320","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0115","Barley","2022","2022","kg/ha","3025.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2022","2022","t","1371360","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0115","Barley","2023","2023","ha","628325","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0115","Barley","2023","2023","kg/ha","3044.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2023","2023","t","1912919.44","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0115","Barley","2024","2024","ha","551317","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0115","Barley","2024","2024","kg/ha","3082.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2024","2024","t","1699235.48","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","8801813","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","2637.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2015","2015","t","23212166.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","9467938","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","2686.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2016","2016","t","25433487.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","9225196","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","2937.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2017","2017","t","27099085.11","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","9276951","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","3023.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2018","2018","t","28048097.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","9249478","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","2998.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2019","2019","t","27730830.78","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","9771598","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","3161.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2020","2020","t","30891725.28","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","9921097","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","3303.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2021","2021","t","32772407.24","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","10226318","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","3395.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2022","2022","t","34722657.26","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0112","Maize (corn)","2023","2023","ha","11019656","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","3326.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2023","2023","t","36656692.78","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","11349065","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","3544.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2024","2024","t","40230572.74","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0118","Millet","2015","2015","ha","8916754","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2015","2015","kg/ha","1152.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2015","2015","t","10279447.33","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0118","Millet","2016","2016","ha","9093724","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2016","2016","kg/ha","1270.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2016","2016","t","11556916.27","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0118","Millet","2017","2017","ha","9221160","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2017","2017","kg/ha","1261.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2017","2017","t","11633068.43","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0118","Millet","2018","2018","ha","8449723","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2018","2018","kg/ha","1211.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2018","2018","t","10235828.75","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0118","Millet","2019","2019","ha","9005493","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2019","2019","kg/ha","1386.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2019","2019","t","12488468.03","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0118","Millet","2020","2020","ha","9255542","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2020","2020","kg/ha","1427.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2020","2020","t","13208479.58","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0118","Millet","2021","2021","ha","8488147","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2021","2021","kg/ha","1396","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2021","2021","t","11849184.52","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0118","Millet","2022","2022","ha","8763589","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2022","2022","kg/ha","1417.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2022","2022","t","12424565.34","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0118","Millet","2023","2023","ha","9060986","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2023","2023","kg/ha","1419.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2023","2023","t","12864089.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0118","Millet","2024","2024","ha","8816931","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2024","2024","kg/ha","1431.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2024","2024","t","12620812.83","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01510","Potatoes","2015","2015","ha","2076000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01510","Potatoes","2015","2015","kg/ha","23125.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","01510","Potatoes","2015","2015","t","48009000","A","Official figure",""
